Notes,State,State Code,Year,Year Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Race,Race Code,MCD - ICD Chapter,MCD - ICD Chapter Code,Deaths,Population,Crude Rate
,Minnesota,27,2002,2002,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,56,743174,7.5
,Minnesota,27,2002,2002,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,47,672279,7
,Minnesota,27,2003,2003,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,646124,3.7
,Minnesota,27,2003,2003,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,33,576411,5.7
,Minnesota,27,2003,2003,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,64,725647,8.8
,Minnesota,27,2003,2003,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,63,687549,9.2
,Minnesota,27,2003,2003,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,446401,5.2
,Minnesota,27,2004,2004,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,39,571960,6.8
,Minnesota,27,2004,2004,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,69,709572,9.7
,Minnesota,27,2004,2004,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,74,703051,10.5
,Minnesota,27,2004,2004,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,27,466342,5.8
,Minnesota,27,2005,2005,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,647513,3.1
,Minnesota,27,2005,2005,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,42,569192,7.4
,Minnesota,27,2005,2005,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,69,692718,10
,Minnesota,27,2005,2005,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,80,717792,11.1
,Minnesota,27,2005,2005,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,487105,Unreliable
,Minnesota,27,2006,2006,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,646132,Unreliable
,Minnesota,27,2006,2006,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,46,568465,8.1
,Minnesota,27,2006,2006,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,37802,Unreliable
,Minnesota,27,2006,2006,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,70,675432,10.4
,Minnesota,27,2006,2006,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,89,730959,12.2
,Minnesota,27,2006,2006,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,508919,5.5
,Minnesota,27,2007,2007,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,636137,4.4
,Minnesota,27,2007,2007,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,581228,5.8
,Minnesota,27,2007,2007,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,38912,Unreliable
,Minnesota,27,2007,2007,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,79,654384,12.1
,Minnesota,27,2007,2007,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,28429,Unreliable
,Minnesota,27,2007,2007,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,85,738925,11.5
,Minnesota,27,2007,2007,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,43,531369,8.1
,Minnesota,27,2008,2008,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,27,627697,4.3
,Minnesota,27,2008,2008,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,69,593711,11.6
,Minnesota,27,2008,2008,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,75,630519,11.9
,Minnesota,27,2008,2008,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,30158,Unreliable
,Minnesota,27,2008,2008,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,116,745093,15.6
,Minnesota,27,2008,2008,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,41,550027,7.5
,Minnesota,27,2009,2009,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,42,617607,6.8
,Minnesota,27,2009,2009,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,56,604256,9.3
,Minnesota,27,2009,2009,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,40778,Unreliable
,Minnesota,27,2009,2009,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,86,608606,14.1
,Minnesota,27,2009,2009,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,31425,Unreliable
,Minnesota,27,2009,2009,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,105,747101,14.1
,Minnesota,27,2009,2009,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,50,573290,8.7
,Minnesota,27,2010,2010,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,33,608139,5.4
,Minnesota,27,2010,2010,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,72,610096,11.8
,Minnesota,27,2010,2010,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,41643,Unreliable
,Minnesota,27,2010,2010,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,65,595214,10.9
,Minnesota,27,2010,2010,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,32483,Unreliable
,Minnesota,27,2010,2010,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,111,744308,14.9
,Minnesota,27,2010,2010,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,46,592193,7.8
,Minnesota,27,2011,2011,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,44,603688,7.3
,Minnesota,27,2011,2011,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,11865,Unreliable
,Minnesota,27,2011,2011,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,76,621021,12.2
,Minnesota,27,2011,2011,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,9554,Unreliable
,Minnesota,27,2011,2011,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,85,582163,14.6
,Minnesota,27,2011,2011,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,33606,Unreliable
,Minnesota,27,2011,2011,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,125,733844,17
,Minnesota,27,2011,2011,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,19182,Unreliable
,Minnesota,27,2011,2011,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,75,620969,12.1
,Minnesota,27,2011,2011,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,349719,Unreliable
,Minnesota,27,2012,2012,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,45,599582,7.5
,Minnesota,27,2012,2012,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,12078,Unreliable
,Minnesota,27,2012,2012,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,79,623223,12.7
,Minnesota,27,2012,2012,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,84,576109,14.6
,Minnesota,27,2012,2012,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,34552,Unreliable
,Minnesota,27,2012,2012,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,113,719158,15.7
,Minnesota,27,2012,2012,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,63,632581,10
,Minnesota,27,2012,2012,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,372791,Unreliable
,Minnesota,27,2013,2013,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,39,597019,6.5
,Minnesota,27,2013,2013,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,12314,Unreliable
,Minnesota,27,2013,2013,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,93,623720,14.9
,Minnesota,27,2013,2013,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,86,574310,15
,Minnesota,27,2013,2013,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,35313,56.6
,Minnesota,27,2013,2013,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,116,701736,16.5
,Minnesota,27,2013,2013,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,73,650290,11.2
,Minnesota,27,2013,2013,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,392014,Unreliable
,Minnesota,27,2014,2014,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,45,594949,7.6
,Minnesota,27,2014,2014,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,12528,Unreliable
,Minnesota,27,2014,2014,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,86,621549,13.8
,Minnesota,27,2014,2014,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,9654,Unreliable
,Minnesota,27,2014,2014,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,46923,Unreliable
,Minnesota,27,2014,2014,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,99,572425,17.3
,Minnesota,27,2014,2014,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,36382,Unreliable
,Minnesota,27,2014,2014,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,98,685656,14.3
,Minnesota,27,2014,2014,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,23572,Unreliable
,Minnesota,27,2014,2014,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,74,664003,11.1
,Minnesota,27,2014,2014,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,409198,Unreliable
,Minnesota,27,2015,2015,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,43,593854,7.2
,Minnesota,27,2015,2015,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,12699,Unreliable
,Minnesota,27,2015,2015,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,106,615563,17.2
,Minnesota,27,2015,2015,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,9755,Unreliable
,Minnesota,27,2015,2015,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,48308,Unreliable
,Minnesota,27,2015,2015,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,103,572972,18
,Minnesota,27,2015,2015,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,37184,61.9
,Minnesota,27,2015,2015,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,115,669228,17.2
,Minnesota,27,2015,2015,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,25010,Unreliable
,Minnesota,27,2015,2015,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,84,677425,12.4
,Minnesota,27,2015,2015,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,427521,5.6
,Minnesota,27,2016,2016,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,58,593691,9.8
,Minnesota,27,2016,2016,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,12733,Unreliable
,Minnesota,27,2016,2016,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,64605,Unreliable
,Minnesota,27,2016,2016,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,135,611895,22.1
,Minnesota,27,2016,2016,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,9806,Unreliable
,Minnesota,27,2016,2016,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,49787,Unreliable
,Minnesota,27,2016,2016,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,117,573719,20.4
,Minnesota,27,2016,2016,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,38526,54.5
,Minnesota,27,2016,2016,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,122,649893,18.8
,Minnesota,27,2016,2016,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,26035,Unreliable
,Minnesota,27,2016,2016,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,85,686960,12.4
,Minnesota,27,2016,2016,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,446679,Unreliable
,Minnesota,27,2017,2017,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,60,588084,10.2
,Minnesota,27,2017,2017,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,12922,Unreliable
,Minnesota,27,2017,2017,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,68838,Unreliable
,Minnesota,27,2017,2017,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,137,612498,22.4
,Minnesota,27,2017,2017,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,10057,Unreliable
,Minnesota,27,2017,2017,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,53647,Unreliable
,Minnesota,27,2017,2017,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,104,584697,17.8
,Minnesota,27,2017,2017,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,9006,Unreliable
,Minnesota,27,2017,2017,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,40260,84.5
,Minnesota,27,2017,2017,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,143,630597,22.7
,Minnesota,27,2017,2017,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,27764,Unreliable
,Minnesota,27,2017,2017,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,88,693739,12.7
,Minnesota,27,2017,2017,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,465520,5.4
,Minnesota,27,2018,2018,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,70575,Unreliable
,Minnesota,27,2018,2018,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,47,583700,8.1
,Minnesota,27,2018,2018,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,13153,174.9
,Minnesota,27,2018,2018,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,71983,Unreliable
,Minnesota,27,2018,2018,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,128,611800,20.9
,Minnesota,27,2018,2018,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,56389,Unreliable
,Minnesota,27,2018,2018,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,97,596161,16.3
,Minnesota,27,2018,2018,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,32,41518,77.1
,Minnesota,27,2018,2018,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,100,608322,16.4
,Minnesota,27,2018,2018,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,29098,Unreliable
,Minnesota,27,2018,2018,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,88,696914,12.6
,Minnesota,27,2018,2018,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,481158,Unreliable
,Minnesota,27,2019,2019,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,73207,27.3
,Minnesota,27,2019,2019,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,69,580288,11.9
,Minnesota,27,2019,2019,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,13202,159.1
,Minnesota,27,2019,2019,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,22,74440,29.6
,Minnesota,27,2019,2019,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,136,610566,22.3
,Minnesota,27,2019,2019,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,10443,Unreliable
,Minnesota,27,2019,2019,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,59475,Unreliable
,Minnesota,27,2019,2019,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,131,606558,21.6
,Minnesota,27,2019,2019,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,8760,Unreliable
,Minnesota,27,2019,2019,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,42938,58.2
,Minnesota,27,2019,2019,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,104,587810,17.7
,Minnesota,27,2019,2019,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,30494,78.7
,Minnesota,27,2019,2019,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,110,696359,15.8
,Minnesota,27,2019,2019,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,499813,5.6
,Mississippi,28,1999,1999,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,234543,Unreliable
,Mississippi,28,1999,1999,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,269290,8.9
,Mississippi,28,1999,1999,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,238941,Unreliable
,Mississippi,28,2000,2000,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,246425,Unreliable
,Mississippi,28,2000,2000,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,233332,8.6
,Mississippi,28,2000,2000,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,44,269372,16.3
,Mississippi,28,2000,2000,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,244202,Unreliable
,Mississippi,28,2001,2001,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,248139,Unreliable
,Mississippi,28,2001,2001,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,29,227694,12.7
,Mississippi,28,2001,2001,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,57,265241,21.5
,Mississippi,28,2001,2001,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,35,251870,13.9
,Mississippi,28,2002,2002,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,247583,8.5
,Mississippi,28,2002,2002,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,225152,15.1
,Mississippi,28,2002,2002,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,60,260256,23.1
,Mississippi,28,2002,2002,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,31,251285,12.3
,Mississippi,28,2003,2003,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,246613,8.5
,Mississippi,28,2003,2003,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,44,223182,19.7
,Mississippi,28,2003,2003,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,56,255736,21.9
,Mississippi,28,2003,2003,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,43,252995,17
,Mississippi,28,2003,2003,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,201385,Unreliable
,Mississippi,28,2004,2004,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,246856,Unreliable
,Mississippi,28,2004,2004,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,47,222936,21.1
,Mississippi,28,2004,2004,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,143718,Unreliable
,Mississippi,28,2004,2004,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,63,252468,25
,Mississippi,28,2004,2004,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,47,255781,18.4
,Mississippi,28,2004,2004,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,207643,Unreliable
,Mississippi,28,2005,2005,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,244850,8.6
,Mississippi,28,2005,2005,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,47,222622,21.1
,Mississippi,28,2005,2005,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,142484,Unreliable
,Mississippi,28,2005,2005,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,61,249626,24.4
,Mississippi,28,2005,2005,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,56,258874,21.6
,Mississippi,28,2005,2005,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,213699,9.4
,Mississippi,28,2006,2006,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,36,239653,15
,Mississippi,28,2006,2006,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,60,219058,27.4
,Mississippi,28,2006,2006,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,142196,Unreliable
,Mississippi,28,2006,2006,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,89,244429,36.4
,Mississippi,28,2006,2006,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,72,260102,27.7
,Mississippi,28,2006,2006,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,217857,12.9
,Mississippi,28,2006,2006,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,145767,Unreliable
,Mississippi,28,2007,2007,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,238678,8.4
,Mississippi,28,2007,2007,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,67,219693,30.5
,Mississippi,28,2007,2007,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,70,241878,28.9
,Mississippi,28,2007,2007,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,90,262209,34.3
,Mississippi,28,2007,2007,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,31,222499,13.9
,Mississippi,28,2008,2008,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,238179,10.1
,Mississippi,28,2008,2008,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,50,221221,22.6
,Mississippi,28,2008,2008,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,68,237950,28.6
,Mississippi,28,2008,2008,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,96,263805,36.4
,Mississippi,28,2008,2008,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,225456,12.4
,Mississippi,28,2009,2009,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,237273,Unreliable
