Notes,Occurrence State,Occurrence State Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Single Race 6,Single Race 6 Code,Year,Year Code,MCD - ICD Chapter,MCD - ICD Chapter Code,Deaths,Population,Crude Rate
,Minnesota,27,55-64 years,55-64,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,29,Not Applicable,Not Applicable
,Minnesota,27,55-64 years,55-64,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,Not Applicable,Not Applicable
,Minnesota,27,55-64 years,55-64,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,120,Not Applicable,Not Applicable
,Minnesota,27,55-64 years,55-64,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,42,Not Applicable,Not Applicable
,Minnesota,27,65-74 years,65-74,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,Not Applicable,Not Applicable
,Minnesota,27,65-74 years,65-74,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,Not Applicable,Not Applicable
,Mississippi,28,15-24 years,15-24,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,32,Not Applicable,Not Applicable
,Mississippi,28,15-24 years,15-24,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,Not Applicable,Not Applicable
,Mississippi,28,25-34 years,25-34,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,30,Not Applicable,Not Applicable
,Mississippi,28,25-34 years,25-34,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,Not Applicable,Not Applicable
,Mississippi,28,25-34 years,25-34,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,99,Not Applicable,Not Applicable
,Mississippi,28,25-34 years,25-34,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,57,Not Applicable,Not Applicable
,Mississippi,28,35-44 years,35-44,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,Not Applicable,Not Applicable
,Mississippi,28,35-44 years,35-44,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,Not Applicable,Not Applicable
,Mississippi,28,35-44 years,35-44,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,117,Not Applicable,Not Applicable
,Mississippi,28,35-44 years,35-44,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,58,Not Applicable,Not Applicable
,Mississippi,28,45-54 years,45-54,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,Not Applicable,Not Applicable
,Mississippi,28,45-54 years,45-54,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,87,Not Applicable,Not Applicable
,Mississippi,28,45-54 years,45-54,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,50,Not Applicable,Not Applicable
,Mississippi,28,55-64 years,55-64,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,Not Applicable,Not Applicable
,Mississippi,28,55-64 years,55-64,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,69,Not Applicable,Not Applicable
,Mississippi,28,55-64 years,55-64,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,22,Not Applicable,Not Applicable
,Mississippi,28,65-74 years,65-74,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,Not Applicable,Not Applicable
,Mississippi,28,65-74 years,65-74,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,Not Applicable,Not Applicable
,Missouri,29,15-24 years,15-24,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,30,Not Applicable,Not Applicable
,Missouri,29,15-24 years,15-24,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,136,Not Applicable,Not Applicable
,Missouri,29,15-24 years,15-24,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,56,Not Applicable,Not Applicable
,Missouri,29,25-34 years,25-34,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,118,Not Applicable,Not Applicable
,Missouri,29,25-34 years,25-34,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,44,Not Applicable,Not Applicable
,Missouri,29,25-34 years,25-34,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,377,Not Applicable,Not Applicable
,Missouri,29,25-34 years,25-34,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,174,Not Applicable,Not Applicable
,Missouri,29,35-44 years,35-44,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,139,Not Applicable,Not Applicable
,Missouri,29,35-44 years,35-44,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,57,Not Applicable,Not Applicable
,Missouri,29,35-44 years,35-44,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,351,Not Applicable,Not Applicable
,Missouri,29,35-44 years,35-44,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,151,Not Applicable,Not Applicable
,Missouri,29,45-54 years,45-54,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,99,Not Applicable,Not Applicable
,Missouri,29,45-54 years,45-54,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,37,Not Applicable,Not Applicable
,Missouri,29,45-54 years,45-54,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,253,Not Applicable,Not Applicable
,Missouri,29,45-54 years,45-54,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,104,Not Applicable,Not Applicable
,Missouri,29,55-64 years,55-64,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,78,Not Applicable,Not Applicable
,Missouri,29,55-64 years,55-64,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,38,Not Applicable,Not Applicable
,Missouri,29,55-64 years,55-64,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,193,Not Applicable,Not Applicable
,Missouri,29,55-64 years,55-64,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,72,Not Applicable,Not Applicable
,Missouri,29,65-74 years,65-74,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,36,Not Applicable,Not Applicable
,Missouri,29,65-74 years,65-74,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,Not Applicable,Not Applicable
,Missouri,29,65-74 years,65-74,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,38,Not Applicable,Not Applicable
,Missouri,29,65-74 years,65-74,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,Not Applicable,Not Applicable
,Montana,30,25-34 years,25-34,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,Not Applicable,Not Applicable
,Montana,30,35-44 years,35-44,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,32,Not Applicable,Not Applicable
,Montana,30,35-44 years,35-44,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,Not Applicable,Not Applicable
,Montana,30,45-54 years,45-54,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,26,Not Applicable,Not Applicable
,Montana,30,45-54 years,45-54,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,Not Applicable,Not Applicable
,Montana,30,55-64 years,55-64,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,Not Applicable,Not Applicable
,Nebraska,31,15-24 years,15-24,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,Not Applicable,Not Applicable
,Nebraska,31,25-34 years,25-34,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,37,Not Applicable,Not Applicable
,Nebraska,31,25-34 years,25-34,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,Not Applicable,Not Applicable
,Nebraska,31,35-44 years,35-44,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,40,Not Applicable,Not Applicable
,Nebraska,31,35-44 years,35-44,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,Not Applicable,Not Applicable
,Nebraska,31,45-54 years,45-54,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,29,Not Applicable,Not Applicable
,Nebraska,31,45-54 years,45-54,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,Not Applicable,Not Applicable
,Nebraska,31,55-64 years,55-64,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,44,Not Applicable,Not Applicable
,Nebraska,31,55-64 years,55-64,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,Not Applicable,Not Applicable
,Nebraska,31,65-74 years,65-74,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,Not Applicable,Not Applicable
,Nevada,32,15-24 years,15-24,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,Not Applicable,Not Applicable
,Nevada,32,15-24 years,15-24,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,91,Not Applicable,Not Applicable
,Nevada,32,15-24 years,15-24,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,Not Applicable,Not Applicable
,Nevada,32,25-34 years,25-34,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,Not Applicable,Not Applicable
,Nevada,32,25-34 years,25-34,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,Not Applicable,Not Applicable
,Nevada,32,25-34 years,25-34,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,143,Not Applicable,Not Applicable
,Nevada,32,25-34 years,25-34,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,64,Not Applicable,Not Applicable
,Nevada,32,25-34 years,25-34,More than one race,M,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,Not Applicable,Not Applicable
,Nevada,32,35-44 years,35-44,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,Not Applicable,Not Applicable
,Nevada,32,35-44 years,35-44,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,140,Not Applicable,Not Applicable
,Nevada,32,35-44 years,35-44,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,44,Not Applicable,Not Applicable
,Nevada,32,45-54 years,45-54,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,26,Not Applicable,Not Applicable
,Nevada,32,45-54 years,45-54,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,Not Applicable,Not Applicable
,Nevada,32,45-54 years,45-54,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,132,Not Applicable,Not Applicable
,Nevada,32,45-54 years,45-54,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,48,Not Applicable,Not Applicable
,Nevada,32,55-64 years,55-64,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,30,Not Applicable,Not Applicable
,Nevada,32,55-64 years,55-64,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,124,Not Applicable,Not Applicable
,Nevada,32,55-64 years,55-64,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,50,Not Applicable,Not Applicable
,Nevada,32,65-74 years,65-74,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,Not Applicable,Not Applicable
,Nevada,32,65-74 years,65-74,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,58,Not Applicable,Not Applicable
,Nevada,32,65-74 years,65-74,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,29,Not Applicable,Not Applicable
,Nevada,32,75-84 years,75-84,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,Not Applicable,Not Applicable
,New Hampshire,33,15-24 years,15-24,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,Not Applicable,Not Applicable
,New Hampshire,33,25-34 years,25-34,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,96,Not Applicable,Not Applicable
,New Hampshire,33,25-34 years,25-34,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,32,Not Applicable,Not Applicable
,New Hampshire,33,35-44 years,35-44,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,105,Not Applicable,Not Applicable
,New Hampshire,33,35-44 years,35-44,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,Not Applicable,Not Applicable
,New Hampshire,33,45-54 years,45-54,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,84,Not Applicable,Not Applicable
,New Hampshire,33,45-54 years,45-54,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,Not Applicable,Not Applicable
,New Hampshire,33,55-64 years,55-64,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,55,Not Applicable,Not Applicable
,New Hampshire,33,55-64 years,55-64,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,Not Applicable,Not Applicable
,New Hampshire,33,65-74 years,65-74,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,Not Applicable,Not Applicable
,New Jersey,34,15-24 years,15-24,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,Not Applicable,Not Applicable
,New Jersey,34,15-24 years,15-24,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,Not Applicable,Not Applicable
,New Jersey,34,15-24 years,15-24,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,119,Not Applicable,Not Applicable
,New Jersey,34,15-24 years,15-24,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,44,Not Applicable,Not Applicable
,New Jersey,34,25-34 years,25-34,Asian,A,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,Not Applicable,Not Applicable
,New Jersey,34,25-34 years,25-34,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,94,Not Applicable,Not Applicable
,New Jersey,34,25-34 years,25-34,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,30,Not Applicable,Not Applicable
,New Jersey,34,25-34 years,25-34,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,557,Not Applicable,Not Applicable
,New Jersey,34,25-34 years,25-34,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,177,Not Applicable,Not Applicable
,New Jersey,34,35-44 years,35-44,Asian,A,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,Not Applicable,Not Applicable
,New Jersey,34,35-44 years,35-44,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,94,Not Applicable,Not Applicable
,New Jersey,34,35-44 years,35-44,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,42,Not Applicable,Not Applicable
,New Jersey,34,35-44 years,35-44,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,552,Not Applicable,Not Applicable
,New Jersey,34,35-44 years,35-44,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,205,Not Applicable,Not Applicable
,New Jersey,34,45-54 years,45-54,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,179,Not Applicable,Not Applicable
,New Jersey,34,45-54 years,45-54,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,63,Not Applicable,Not Applicable
,New Jersey,34,45-54 years,45-54,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,467,Not Applicable,Not Applicable
,New Jersey,34,45-54 years,45-54,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,157,Not Applicable,Not Applicable
,New Jersey,34,55-64 years,55-64,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,178,Not Applicable,Not Applicable
,New Jersey,34,55-64 years,55-64,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,83,Not Applicable,Not Applicable
,New Jersey,34,55-64 years,55-64,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,345,Not Applicable,Not Applicable
,New Jersey,34,55-64 years,55-64,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,127,Not Applicable,Not Applicable
,New Jersey,34,65-74 years,65-74,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,51,Not Applicable,Not Applicable
,New Jersey,34,65-74 years,65-74,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,Not Applicable,Not Applicable
,New Jersey,34,65-74 years,65-74,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,75,Not Applicable,Not Applicable
,New Jersey,34,65-74 years,65-74,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,31,Not Applicable,Not Applicable
,New Jersey,34,75-84 years,75-84,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,Not Applicable,Not Applicable
,New Mexico,35,15-24 years,15-24,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,47,Not Applicable,Not Applicable
,New Mexico,35,15-24 years,15-24,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,Not Applicable,Not Applicable
,New Mexico,35,25-34 years,25-34,American Indian or Alaska Native,1002-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,Not Applicable,Not Applicable
,New Mexico,35,25-34 years,25-34,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,Not Applicable,Not Applicable
,New Mexico,35,25-34 years,25-34,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,172,Not Applicable,Not Applicable
,New Mexico,35,25-34 years,25-34,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,47,Not Applicable,Not Applicable
,New Mexico,35,35-44 years,35-44,American Indian or Alaska Native,1002-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,Not Applicable,Not Applicable
,New Mexico,35,35-44 years,35-44,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,180,Not Applicable,Not Applicable
,New Mexico,35,35-44 years,35-44,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,62,Not Applicable,Not Applicable
,New Mexico,35,45-54 years,45-54,American Indian or Alaska Native,1002-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,Not Applicable,Not Applicable
,New Mexico,35,45-54 years,45-54,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,109,Not Applicable,Not Applicable
,New Mexico,35,45-54 years,45-54,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,57,Not Applicable,Not Applicable
,New Mexico,35,55-64 years,55-64,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,124,Not Applicable,Not Applicable
,New Mexico,35,55-64 years,55-64,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,50,Not Applicable,Not Applicable
,New Mexico,35,65-74 years,65-74,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,38,Not Applicable,Not Applicable
,New Mexico,35,65-74 years,65-74,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,Not Applicable,Not Applicable
,New York,36,15-24 years,15-24,Asian,A,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,Not Applicable,Not Applicable
,New York,36,15-24 years,15-24,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,41,Not Applicable,Not Applicable
,New York,36,15-24 years,15-24,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,Not Applicable,Not Applicable
,New York,36,15-24 years,15-24,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,239,Not Applicable,Not Applicable
,New York,36,15-24 years,15-24,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,74,Not Applicable,Not Applicable
,New York,36,25-34 years,25-34,Asian,A,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,26,Not Applicable,Not Applicable
,New York,36,25-34 years,25-34,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,145,Not Applicable,Not Applicable
,New York,36,25-34 years,25-34,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,54,Not Applicable,Not Applicable
,New York,36,25-34 years,25-34,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,955,Not Applicable,Not Applicable
,New York,36,25-34 years,25-34,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,280,Not Applicable,Not Applicable
,New York,36,25-34 years,25-34,More than one race,M,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,Not Applicable,Not Applicable
,New York,36,35-44 years,35-44,Asian,A,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,Not Applicable,Not Applicable
,New York,36,35-44 years,35-44,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,167,Not Applicable,Not Applicable
,New York,36,35-44 years,35-44,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,75,Not Applicable,Not Applicable
,New York,36,35-44 years,35-44,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,976,Not Applicable,Not Applicable
,New York,36,35-44 years,35-44,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,371,Not Applicable,Not Applicable
,New York,36,45-54 years,45-54,Asian,A,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,Not Applicable,Not Applicable
,New York,36,45-54 years,45-54,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,243,Not Applicable,Not Applicable
,New York,36,45-54 years,45-54,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,84,Not Applicable,Not Applicable
,New York,36,45-54 years,45-54,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,804,Not Applicable,Not Applicable
,New York,36,45-54 years,45-54,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,307,Not Applicable,Not Applicable
,New York,36,55-64 years,55-64,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,342,Not Applicable,Not Applicable
,New York,36,55-64 years,55-64,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,127,Not Applicable,Not Applicable
,New York,36,55-64 years,55-64,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,616,Not Applicable,Not Applicable
,New York,36,55-64 years,55-64,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,269,Not Applicable,Not Applicable
,New York,36,65-74 years,65-74,Black or African American,2054-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,105,Not Applicable,Not Applicable
,New York,36,65-74 years,65-74,Black or African American,2054-5,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,39,Not Applicable,Not Applicable
,New York,36,65-74 years,65-74,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,160,Not Applicable,Not Applicable
,New York,36,65-74 years,65-74,White,2106-3,2021 (provisional and partial),2021,"Injury, poisoning and certain other consequences of external causes",S00-T98,68,Not Applicable,Not Applicable
,New York,36,75-84 years,75-84,White,2106-3,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,27,Not Applicable,Not Applicable
,North Carolina,37,15-24 years,15-24,American Indian or Alaska Native,1002-5,2020 (provisional),2020,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,Not Applicable,Not Applicable
